project,file1,file2,label
leet-code,Java/145. Binary Tree Postorder Traversal.java,Java/217. Contains Duplicate.java,1
leet-code,Java/245. Shortest Word Distance III.java,Java/Valid Sudoku.java,1
leet-code,Java/516. Longest Palindromic Subsequence.java,Java/Binary Tree Zigzag Level Order Traversal.java,1
leet-code,Java/138. Copy List with Random Pointer.java,Java/229. Majority Element II.java,1
leet-code,Java/Heapify.java,Java/Serilization and Deserialization Of Binary Tree.java,0
leet-code,Java/852. Peak Index in a Mountain Array.java,Java/Median.java,1
leet-code,Java/Sliding Window Median.java,Java/Maximize Distance to Closest Person.java,0
immutables,value-fixture/src/org/immutables/fixture/jackson3/ConstructorJacksonMapped.java,value-fixture/src/org/immutables/fixture/NoParametersPrivateConstructor.java,0
leet-code,Java/131. Palindrome Partitioning.java,Java/Word Break II.java,0
leet-code,Java/[tool]. UnionFind.java,Java/Product of Array Except Self.java,0
leet-code,Java/Longest Palindromic Subsequence.java,Java/Permutation in String.java,1
leet-code,Java/245. Shortest Word Distance III.java,Java/QuickSort.java,1
leet-code,Java/408. Valid Word Abbreviation.java,Java/Insert Delete GetRandom O(1).java,1
leet-code,Java/345. Reverse Vowels of a String.java,Java/Max Area of Island.java,1
immutables,value-annotations/src/org/immutables/value/Value.java,value-fixture/src-java-17/org/immutables/fixture/datatype/SomeTypes.java,0
leet-code,Java/211. Add and Search Word - Data structure design.java,Java/43. Multiply Strings.java,1
leet-code,Java/340. Longest Substring with At Most K Distinct Characters.java,Java/Find the Celebrity.java,1
leet-code,Java/Merge Sorted Array II.java,Java/Minimum Depth of Binary Tree.java,0
leet-code,Java/65. Valid Number.java,Java/Palindrome Pairs.java,1
leet-code,Java/Add and Search Word - Data structure design.java,Java/Backpack III.java,1
leet-code,Java/611. Valid Triangle Number.java,Java/Text Justification.java,0
leet-code,Java/743. Network Delay Time.java,Java/Longest Substring with At Most Two Distinct Characters.java,1
leet-code,Java/560. Subarray Sum Equals K.java,Java/63. Unique Paths II.java,1
leet-code,Java/Reshape the Matrix.java,Java/[lint]. Subarray Sum.java,1
leet-code,Java/Jump Game II.java,Java/Text Justification.java,0
leet-code,Java/346. Moving Average from Data Stream.java,Java/Coin Change 2.java,0
leet-code,Java/124. Binary Tree Maximum Path Sum.java,Java/Longest Substring with At Most K Distinct Characters.java,1
leet-code,Java/674. Longest Continuous Increasing Subsequence.java,Java/Sparse Matrix Multiplication.java,0
leet-code,Java/88. Search in Rotated Sorted Array II.java,Java/Delete Digits.java,1
leet-code,Java/219. Contains Duplicate II.java,Java/Task Scheduler.java,0
leet-code,Java/953. Verifying an Alien Dictionary.java,Java/Number of Airplane in the sky.java,0
leet-code,Java/359. Logger Rate Limiter.java,Java/Kth Smallest Number in Sorted Matrix.java,0
leet-code,Java/Merge Two Binary Trees.java,Java/Flatten 2D Vector.java,0
leet-code,Java/40. Combination Sum II.java,Java/Rearrange String k Distance Apart.java,1
leet-code,Java/Hamming Distance.java,Java/Sort Color.java,0
leet-code,Java/515. Find Largest Value in Each Tree Row.java,Java/[lint]. Recover Rotated Sorted Array.java,1
leet-code,Java/238. Product of Array Except Self.java,Java/340. Longest Substring with At Most K Distinct Characters.java,1
leet-code,Java/33. Search in Rotated Sorted Array.java,Java/91. Decode Ways.java,1
leet-code,Java/51. N-Queens.java,Java/Robot Room Cleaner.java,1
leet-code,Java/Backpack VI.java,Java/Read N Characters Given Read4 II - Call multiple times.java,0
leet-code,Java/287. Find the Duplicate Number.java,Java/[lint]. Product of Array Exclude Itself.java,1
leet-code,Java/98. Validate Binary Search Tree.java,Java/My Calendar I.java,1
leet-code,Java/101. Symmetric Tree.java,Java/Read N Characters Given Read4.java,1
leet-code,Java/953. Verifying an Alien Dictionary.java,Java/Longest Substring Without Repeating Characters.java,0
leet-code,Java/Flood Fill.java,Java/Word Squares.java,1
leet-code,Java/Scramble String.java,Java/Edit Distance.java,0
leet-code,Java/516. Longest Palindromic Subsequence.java,Java/Minimum Absolute Difference in BST.java,1
leet-code,Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Hamming Distance.java,1
leet-code,Java/173. Binary Search Tree Iterator.java,Java/[HackerRank]. Change to Anagram.java,1
leet-code,Java/88. Search in Rotated Sorted Array II.java,Java/Meeting Rooms.java,1
leet-code,Java/[tool]. Topological Sorting.java,Java/Reverse Linked List II .java,0
leet-code,Java/319. Bulb Switcher.java,Java/373. Find K Pairs with Smallest Sums.java,1
leet-code,Java/Find All Anagrams in a String.java,Java/LFU Cache.java,1
leet-code,Java/680. Valid Palindrome II.java,Java/Read N Characters Given Read4.java,1
leet-code,Java/1108. Defanging an IP Address.java,Java/Binary Search Tree Iterator.java,0
leet-code,Java/170. Two Sum III - Data structure design.java,Java/Find the Weak Connected Component in the Directed Graph.java,0
leet-code,Java/Combination Sum II.java,Java/Friends Of Appropriate Ages.java,1
leet-code,Java/Find All Numbers Disappeared in an Array.java,Java/Maximum Subarray II.java,0
immutables,value-fixture/src/org/immutables/fixture/jdkonly/OptionalIntDefault.java,datatype/test/org/immutables/datatype/Dtt.java,0
immutables,value-processor/src/org/immutables/value/processor/encode/Structurizer.java,data/src/org/immutables/data/Datatype.java,0
leet-code,Java/238. Product of Array Except Self.java,Java/443. String Compression.java,1
leet-code,Java/724. Find Pivot Index.java,Java/Max Points on a Line.java,0
leet-code,Java/136. Single Number.java,Java/Merge Sorted Array.java,0
leet-code,Java/Merge Intervals.java,Java/Valid Parentheses.java,1
leet-code,Java/339. Nested List Weight Sum.java,Java/893. Groups of Special-Equivalent Strings.java,1
leet-code,Java/824. Goat Latin.java,Java/HashWithCustomizedClass(LinkedList).java,1
leet-code,Java/219. Contains Duplicate II.java,Java/Best Time to Buy and Sell Stock II.java,0
leet-code,Java/1021. Remove Outermost Parentheses.java,Java/Populating Next Right Pointers in Each Node II.java,0
leet-code,Java/Maximum Average Subarray II.java,Java/Sliding Window Median.java,0
leet-code,Java/k Sum.java,Java/Kth Smallest Number in Sorted Matrix.java,0
leet-code,Java/125. Valid Palindrome.java,Java/Recover Binary Search Tree.java,1
leet-code,Java/1161. Maximum Level Sum of a Binary Tree.java,Java/414. Third Maximum Number.java,1
leet-code,Java/275. H-Index II.java,Java/Heapify.java,0
leet-code,Java/Backpack III.java,Java/Segment Tree Modify.java,0
leet-code,Java/Copy List with Random Pointer.java,Java/Find Peak Element II.java,1
leet-code,Java/151. Reverse Words in a String.java,Java/Longest Words.java,0
leet-code,Java/134. Gas Station.java,Java/[lint]. Recover Rotated Sorted Array.java,1
leet-code,Java/203. Remove Linked List Elements.java,Java/Isomorphic Strings.java,0
leet-code,Java/64. Minimum Path Sum.java,Java/Meeting Rooms II.java,0
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/Best Time to Buy and Sell Stock III.java,0
leet-code,Java/138. Copy List with Random Pointer.java,Java/Paint Fence.java,0
leet-code,Java/239. Sliding Window Maximum.java,Java/Trim a Binary Search Tree.java,1
leet-code,Java/Bricks Falling When Hit.java,Java/Paint Fence.java,0
leet-code,Java/277. Find the Celebrity.java,Java/311. Sparse Matrix Multiplication.java,1
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/[lint]. Merge k Sorted Arrays.java,1
leet-code,Java/671. Second Minimum Node In a Binary Tree.java,Java/Search Rotated in Sorted Array.java,0
leet-code,Java/361. Bomb Enemy.java,Java/Merge Two Binary Trees.java,1
leet-code,Java/234. Palindrome Linked List.java,Java/Count of Smaller Number.java,0
leet-code,Java/K Empty Slots.java,Java/Longest Increasing Subsequence.java,0
leet-code,Java/350. Intersection of Two Arrays II.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/Decode Ways.java,Java/Jump Game.java,0
java-design-patterns,actor-model/src/main/java/com/iluwatar/actormodel/App.java,function-composition/src/main/java/com/iluwatar/function/composition/App.java,0
leet-code,Java/160. Intersection of Two Linked Lists.java,Java/Edit Distance.java,0
leet-code,Java/387. First Unique Character in a String.java,Java/Intersection of Two Arrays.java,0
leet-code,Java/274.H-Index.java,Java/Unique Path.java,1
leet-code,Java/121. Best Time to Buy and Sell Stock.java,Java/Multiply Strings.java,0
leet-code,Java/71. Simplify Path.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (extra space).java,0
leet-code,Java/20. Valid Parentheses.java,Java/Data Stream Median.java,0
leet-code,Java/Find Peak Element II.java,Java/Prefix and Suffix Search.java,1
leet-code,Java/238. Product of Array Except Self.java,Java/Minimum Window Substring.java,1
leet-code,Java/1216. Valid Palindrome III.java,Java/269. Alien Dictionary.java,1
leet-code,Java/Counting Bits.java,Java/Unique Characters.java,0
leet-code,Java/Group Shifted Strings.java,Java/Binary Tree Vertical Order Traversal.java,0
leet-code,Java/139. Word Break.java,Java/283. Move Zeroes.java,1
leet-code,Java/206. Reverse Linked List.java,Java/Backpack III.java,1
leet-code,Java/359. Logger Rate Limiter.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,1
leet-code,Java/9. Palindrome Number.java,Java/Reverse Linked List II .java,0
leet-code,Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/Number Of Corner Rectangles.java,1
immutables,value-processor/src/org/immutables/value/processor/meta/UnshadeGuava.java,value-fixture/src-java-17/org/immutables/fixture/jackson3/SampleJacksonMapped.java,0
leet-code,Java/315. Count of Smaller Numbers After Self.java,Java/977. Squares of a Sorted Array.java,1
leet-code,Java/Valid Anagram.java,Java/Decode Ways II.java,0
leet-code,Java/561. Array Partition I.java,Java/Sort Color.java,0
leet-code,Java/119. Pascal's Triangle II.java,Java/Heapify.java,0
leet-code,Java/189. Rotate Array.java,Java/HashWithCustomizedClass(LinkedList).java,1
leet-code,Java/First Unique Character in a String.java,Java/Merge Two Binary Trees.java,1
leet-code,Java/1043. Partition Array for Maximum Sum.java,Java/Judge Route Circle.java,1
leet-code,Java/Trim a Binary Search Tree.java,Java/LRU Cache.java,0
leet-code,Java/151. Reverse Words in a String.java,Java/Implement Trie (Prefix Tree).java,0
leet-code,Java/938. Range Sum of BST.java,Java/Missing Number.java,1
leet-code,Java/Backpack V.java,Java/Binary Gap.java,1
leet-code,Java/110. Balanced Binary Tree.java,Java/Subset.java,0
immutables,value-annotations/src/org/immutables/value/Value.java,value-processor/src/org/immutables/value/processor/meta/LongBits.java,0
leet-code,Java/256. Paint House.java,Java/272. Closest Binary Search Tree Value II.java,1
leet-code,Java/Climbing Stairs.java,Java/Word Search II.java,0
java-design-patterns,thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/App.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/subscriber/WeatherSubscriber.java,0
leet-code,Java/122. Best Time to Buy and Sell Stock II.java,Java/Total Hamming Distance.java,1
leet-code,Java/104. Maximum Depth of Binary Tree.java,Java/243. Shortest Word Distance.java,1
leet-code,Java/189. Rotate Array.java,Java/Binary Tree Inorder Traversal.java,1
leet-code,Java/301. Remove Invalid Parentheses.java,Java/Subarray Sum II.java,1
leet-code,Java/1. Two Sum.java,Java/350. Intersection of Two Arrays II.java,1
leet-code,Java/364. Nested List Weight Sum II.java,Java/Generate Parentheses.java,1
leet-code,Java/698. Partition to K Equal Sum Subsets.java,Java/Trim a Binary Search Tree.java,1
leet-code,Java/242. Valid Anagram.java,Java/256. Paint House.java,1
leet-code,Java/301. Remove Invalid Parentheses.java,Java/String to Integer (atoi).java,0
leet-code,Java/373. Find K Pairs with Smallest Sums.java,Java/Encode and Decode TinyURL.java,1
leet-code,Java/1170. Compare Strings by Frequency of the Smallest Character.java,Java/Move Zeroes.java,0
leet-code,Java/19. Remove Nth Node From End of List.java,Java/Read N Characters Given Read4 II - Call multiple times.java,0
leet-code,Java/680. Valid Palindrome II.java,Java/Island Perimeter.java,0
leet-code,Java/Two Sum II - Input array is sorted.java,Java/Word Ladder.java,0
leet-code,Java/Merge k Sorted Arrays.java,Java/Binary Search Tree Iterator.java,0
immutables,value-fixture/src/org/immutables/fixture/modifiable/Companion.java,value-fixture/test/org/immutables/fixture/marshal/Marshaling.java,0
leet-code,Java/Basic Calculator.java,Java/Contiguous Array.java,1
immutables,value-fixture/src/org/immutables/fixture/DerivedArray.java,value-fixture/test/org/immutables/fixture/AllDefaultsTest.java,0
leet-code,Java/347. Top K Frequent Elements.java,Java/Ones and Zeroes.java,1
leet-code,Java/102. Binary Tree Level Order Traversal.java,Java/[lint]. HashHeap.java,1
leet-code,Java/136. Single Number.java,Java/621. Task Scheduler.java,1
leet-code,Java/Permutation in String.java,Java/Max Points on a Line.java,0
leet-code,Java/152. Maximum Product Subarray.java,Java/674. Longest Continuous Increasing Subsequence.java,1
leet-code,Java/347. Top K Frequent Elements.java,Java/Longest Valid Parentheses.java,1
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/921. Minimum Add to Make Parentheses Valid.java,1
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/1306. Jump Game III.java,1
leet-code,Java/Word Ladder II.java,Java/Sort Colors II.java,0
leet-code,Java/23. Merge k Sorted Lists.java,Java/Add Digits.java,1
leet-code,Java/152. Maximum Product Subarray.java,Java/Predict the Winner.java,1
leet-code,Java/339. Nested List Weight Sum.java,Java/347. Top K Frequent Elements.java,1
leet-code,Java/1153. String Transforms Into Another String.java,Java/Triangles.java,0
leet-code,Java/Contiguous Array.java,Java/Unique Characters.java,0
leet-code,Java/1123. Lowest Common Ancestor of Deepest Leaves.java,Java/1306. Jump Game III.java,1
leet-code,Java/Friends Of Appropriate Ages.java,Java/House Robber II.java,0
leet-code,Java/Rearrange String k Distance Apart.java,Java/Sort List.java,0
leet-code,Java/Flatten Binary Tree to Linked List.java,Java/[tool] Quick Select - Median.java,1
leet-code,Java/364. Nested List Weight Sum II.java,Java/Cracking the Safe.java,1
leet-code,Java/299. Bulls and Cows.java,Java/Judge Route Circle.java,1
leet-code,Java/12. Integer to Roman.java,Java/131. Palindrome Partitioning.java,1
leet-code,Java/36. Valid Sudoku.java,Java/Top K Frequent Words.java,0
leet-code,Java/1106. Parsing A Boolean Expression.java,Java/The Maze III.java,1
leet-code,Java/57. Insert Interval.java,Java/Valid Number.java,0
leet-code,Java/Implement Queue using Stacks.java,Java/Meeting Rooms.java,1
leet-code,Java/242. Valid Anagram.java,Java/Binary Tree Vertical Order Traversal.java,0
leet-code,Java/Remove Invalid Parentheses.java,Java/Word Search II.java,0
leet-code,Java/Trim a Binary Search Tree.java,Java/Merge k Sorted Arrays.java,0
leet-code,Java/1004. Max Consecutive Ones III.java,Java/Two Sum.java,0
leet-code,Java/Binary Tree Right Side View.java,Java/Binary Tree Vertical Order Traversal.java,0
leet-code,Java/199. Binary Tree Right Side View.java,Java/46. Permutations.java,1
leet-code,Java/896. Monotonic Array.java,Java/Backspace String Compare.java,1
leet-code,Java/639. Decode Ways II.java,Java/Course Schedule.java,1
leet-code,Java/Next Permutation.java,Java/Sort Colors.java,0
leet-code,Java/19. Remove Nth Node From End of List.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (in place).java,0
leet-code,Java/347. Top K Frequent Elements.java,Java/369. Plus One Linked List.java,1
leet-code,Java/1004. Max Consecutive Ones III.java,Java/Merge Two Sorted Lists.java,1
leet-code,Java/140. Word Break II.java,Java/Sliding Puzzle.java,1
leet-code,Java/237. Delete Node in a Linked List.java,Java/Minimum Size Subarray Sum.java,0
leet-code,Java/518. Coin Change 2.java,Java/747. Largest Number At Least Twice of Others.java,1
leet-code,Java/9. Palindrome Number.java,Java/Maximum Subarray II.java,0
immutables,value-annotations/src/org/immutables/value/Value.java,value-fixture/src/org/immutables/fixture/with/WithAllowsNullMap.java,0
leet-code,Java/First Unique Character in a String.java,Java/Permutations.java,1
leet-code,Java/80.Remove Duplicates from Sorted Array II.java,Java/Valid Parentheses.java,1
leet-code,Java/345. Reverse Vowels of a String.java,Java/3 Sum.java,0
leet-code,Java/Design Search Autocomplete System.java,Java/Word Break.java,1
leet-code,Java/319. Bulb Switcher.java,Java/399. Evaluate Division.java,1
leet-code,Java/283. Move Zeroes.java,Java/414. Third Maximum Number.java,1
leet-code,Java/Valid Anagram.java,Java/Two Sum.java,0
leet-code,Java/855. Exam Room.java,Java/Continuous Subarray Sum.java,0
immutables,value-fixture/src/org/immutables/fixture/DerivedArray.java,value-fixture/src/org/immutables/fixture/builder/from/ChildOfHugeParents.java,0
leet-code,Java/1219. Path with Maximum Gold.java,Java/Sort Letters by Case.java,0
leet-code,Java/[lint]. Nth to Last Node in List.java,Java/Longest Words.java,0
leet-code,Java/Counting Bits.java,Java/Prefix and Suffix Search.java,1
leet-code,Java/151. Reverse Words in a String.java,Java/340. Longest Substring with At Most K Distinct Characters.java,1
leet-code,Java/301. Remove Invalid Parentheses.java,Java/694. Number of Distinct Islands.java,1
leet-code,Java/850. Rectangle Area II.java,Java/Subarray Sum II.java,1
leet-code,Java/Generate Parentheses.java,Java/Merge Sorted Array.java,0
leet-code,Java/253. Meeting Rooms II.java,Java/Island Perimeter.java,0
leet-code,Java/1216. Valid Palindrome III.java,Java/Binary Gap.java,1
leet-code,Java/Longest Palindromic Subsequence.java,Java/Minimum Depth of Binary Tree.java,0
leet-code,Java/246. Strobogrammatic Number.java,Java/Coin Change 2.java,0
leet-code,Java/543. Diameter of Binary Tree.java,Java/Maximum Subarray II.java,0
awaitility,awaitility/src/main/java/org/awaitility/core/ConditionFactory.java,awaitility/src/test/java/org/awaitility/core/JavaVersionDetectorTest.java,0
leet-code,Java/10. Regular Expression Matching.java,Java/Read N Characters Given Read4 II - Call multiple times.java,0
leet-code,Java/852. Peak Index in a Mountain Array.java,Java/Group Shifted Strings.java,0
leet-code,Java/1041. Robot Bounded In Circle.java,Java/Roman to Integer.java,0
leet-code,Java/Merge k Sorted Arrays.java,Java/Multiply Strings.java,0
leet-code,Java/Shuffle an Array.java,Java/Strobogrammatic Number II.java,0
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/98. Validate Binary Search Tree.java,1
leet-code,Java/387. First Unique Character in a String.java,Java/Next Closest Time.java,1
leet-code,Java/14. Longest Common Prefix.java,Java/K Edit Distance.java,1
leet-code,Java/345. Reverse Vowels of a String.java,Java/First Unique Character in a String.java,1
leet-code,Java/149. Max Points on a Line.java,Java/Minimum Swaps To Make Sequences Increasing.java,1
leet-code,Java/111. Minimum Depth of Binary Tree.java,Java/Subarray Sum Equals K.java,1
leet-code,Java/743. Network Delay Time.java,Java/Find All Numbers Disappeared in an Array.java,1
leet-code,Java/1057. Campus Bikes.java,Java/1110. Delete Nodes And Return Forest.java,1
immutables,value-fixture/test/org/immutables/fixture/jackson3/ObjectMappedTest.java,datatype/test/org/immutables/datatype/Maybe.java,0
leet-code,Java/3Sum.java,Java/Heapify.java,0
leet-code,Java/[tool]. UnionFind.java,Java/Top K Frequent Words.java,0
leet-code,Java/523. Continuous Subarray Sum.java,Java/Rearrange String k Distance Apart.java,1
leet-code,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,Java/Maximum Subarray.java,0
leet-code,Java/1216. Valid Palindrome III.java,Java/63. Unique Paths II.java,1
leet-code,Java/760. Find Anagram Mappings.java,Java/Valid Palindrome II.java,0
leet-code,Java/103. Binary Tree Zigzag Level Order Traversal.java,Java/Palindrome Linked List.java,0
leet-code,Java/71. Simplify Path.java,Java/Maximum Subarray.java,0
leet-code,Java/973. K Closest Points to Origin.java,Java/Excel Sheet Column Title.java,0
leet-code,Java/14. Longest Common Prefix.java,Java/Remove Duplicates from Sorted List.java,0
leet-code,Java/402. Remove K Digits.java,Java/Sort Letters by Case.java,0
leet-code,Java/144. Binary Tree Preorder Traversal.java,Java/Meeting Rooms II.java,0
leet-code,Java/Remove Duplicate Letters.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/237. Delete Node in a Linked List.java,Java/443. String Compression.java,1
leet-code,Java/118. Pascal's Triangle.java,Java/Kth Smallest Element in a Sorted Matrix.java,0
leet-code,Java/133. Clone Graph.java,Java/36. Valid Sudoku.java,1
leet-code,Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/First Unique Character in a String.java,1
leet-code,Java/Read N Characters Given Read4.java,Java/Segment Tree Build II.java,0
immutables,value-fixture/src/org/immutables/fixture/builder/from/HugeParentOne.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,1
leet-code,Java/102. Binary Tree Level Order Traversal.java,Java/8. String to Integer (atoi).java,1
leet-code,Java/359. Logger Rate Limiter.java,Java/Combination Sum III.java,1
leet-code,Java/1041. Robot Bounded In Circle.java,Java/114. Flatten Binary Tree to Linked List.java,1
leet-code,Java/Russian Doll Envelopes.java,Java/Subarray Sum Closest.java,0
leet-code,Java/Max Sum of Rectangle No Larger Than K.java,Java/Segment Tree Query II.java,0
leet-code,Java/Maximum Average Subarray I.java,Java/Word Ladder II.java,0
leet-code,Java/Copy List with Random Pointer.java,Java/Perfect Rectangle.java,1
leet-code,Java/Minimum Absolute Difference in BST.java,Java/Palindrome Linked List.java,0
leet-code,Java/Minimum Swaps To Make Sequences Increasing.java,Java/Inorder Successor in BST.java,0
leet-code,Java/380. Insert Delete GetRandom O(1).java,Java/Interval Sum.java,0
leet-code,Java/Reverse Linked List.java,Java/Longest Common Subsequence.java,0
immutables,data/test/org/immutables/data/package-info.java,value-processor/src/org/immutables/value/processor/meta/ValueMirrors.java,0
java-design-patterns,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Cart.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Product.java,1
leet-code,Java/287. Find the Duplicate Number.java,Java/Sort List.java,0
leet-code,Java/244. Shortest Word Distance II.java,Java/560. Subarray Sum Equals K.java,1
leet-code,Java/217. Contains Duplicate.java,Java/Sliding Window Median.java,0
leet-code,Java/152. Maximum Product Subarray.java,Java/Segment Tree Query.java,0
immutables,value-processor/src/org/immutables/value/processor/meta/UnshadeGuava.java,value-processor/src/org/immutables/value/processor/meta/UnshadeJackson3.java,0
leet-code,Java/1219. Path with Maximum Gold.java,Java/Reverse Pairs.java,1
leet-code,Java/415. Add Strings.java,Java/[lint]. Heapify.java,1
leet-code,Java/1060. Missing Element in Sorted Array.java,Java/Word Squares.java,1
leet-code,Java/252. Meeting Rooms.java,Java/72. Edit Distance.java,1
leet-code,Java/322. Coin Change.java,Java/[lint]. Lowest Common Ancestor II.java,1
leet-code,Java/Gas Station.java,Java/Minimum Depth of Binary Tree.java,0
leet-code,Java/727. Minimum Window Subsequence.java,Java/Robot Room Cleaner.java,1
leet-code,Java/369. Plus One Linked List.java,Java/Decode String.java,1
leet-code,Java/852. Peak Index in a Mountain Array.java,Java/Longest Valid Parentheses.java,1
leet-code,Java/1053. Previous Permutation With One Swap.java,Java/Interval Minimum Number.java,0
leet-code,Java/303. Range Sum Query - Immutable.java,Java/88. Search in Rotated Sorted Array II.java,1
leet-code,Java/42. Trapping Rain Water.java,Java/Backspace String Compare.java,1
leet-code,Java/275. H-Index II.java,Java/361. Bomb Enemy.java,1
leet-code,Java/272. Closest Binary Search Tree Value II.java,Java/Cracking the Safe.java,1
leet-code,Java/844. Backspace String Compare.java,Java/Brick Wall.java,1
leet-code,Java/Backpack V.java,Java/Strobogrammatic Number II.java,0
leet-code,Java/341. Flatten Nested List Iterator.java,Java/Connecting Graph.java,1
leet-code,Java/238. Product of Array Except Self.java,Java/Coin Change.java,1
leet-code,Java/k Sum.java,Java/Median of two Sorted Arrays.java,0
leet-code,Java/Connecting Graph II.java,Java/Read N Characters Given Read4.java,1
leet-code,Java/Course Schedule.java,Java/Total Hamming Distance.java,1
leet-code,Java/973. K Closest Points to Origin.java,Java/Minimum Size Subarray Sum.java,0
leet-code,Java/367. Valid Perfect Square.java,Java/Count of Range Sum.java,1
leet-code,Java/307. Range Sum Query - Mutable.java,Java/[lint]. Lowest Common Ancestor II.java,1
leet-code,Java/Shortest Palindrome.java,Java/Maximum Subarray.java,0
leet-code,Java/303. Range Sum Query - Immutable.java,Java/518. Coin Change 2.java,1
leet-code,Java/1213. Intersection of Three Sorted Arrays.java,Java/26.Remove Duplicates from Sorted Array.java,1
leet-code,Java/103. Binary Tree Zigzag Level Order Traversal.java,Java/Binary Tree Paths.java,0
leet-code,Java/156. Binary Tree Upside Down.java,Java/Data Stream Median.java,0
leet-code,Java/364. Nested List Weight Sum II.java,Java/Longest Palindromic Subsequence.java,1
leet-code,Java/[lint]. Anagrams.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (in place).java,0
leet-code,Java/1007. Minimum Domino Rotations For Equal Row.java,Java/Palindrome Linked List.java,0
leet-code,Java/252. Meeting Rooms.java,Java/299. Bulls and Cows.java,1
leet-code,Java/Random Pick Index.java,Java/Exam Room.java,0
leet-code,Java/Find the Celebrity.java,Java/First Unique Character in a String.java,1
leet-code,Java/Binary Tree Zigzag Level Order Traversal.java,Java/Smallest Subtree with all the Deepest Nodes.java,1
leet-code,Java/Continuous Subarray Sum.java,Java/Excel Sheet Column Title.java,1
leet-code,Java/1267. Count Servers that Communicate.java,Java/Strobogrammatic Number II.java,0
leet-code,Java/67. Add Binary.java,Java/Judge Route Circle.java,1
leet-code,Java/339. Nested List Weight Sum.java,Java/Longest Substring Without Repeating Characters.java,0
leet-code,Java/Expression Add Operators.java,Java/Evaluate Division.java,0
leet-code,Java/254. Factor Combinations.java,Java/Kth Largest Element in an Array.java,1
leet-code,Java/1048. Longest String Chain.java,Java/Find the Duplicate Number.java,1
leet-code,Java/Perfect Rectangle.java,Java/Best Time to Buy and Sell Stock I.java,0
leet-code,Java/Backpack VI.java,Java/Number Of Corner Rectangles.java,1
immutables,value-fixture/test/org/immutables/fixture/jdkonly/JdkOptionalDefaultTest.java,value-fixture/src/nonimmutables/huge/HugeParentOne.java,0
leet-code,Java/158. Read N Characters Given Read4 II - Call multiple times.java,Java/Roman to Integer.java,0
leet-code,Java/168. Excel Sheet Column Title.java,Java/Evaluate Division.java,0
leet-code,Java/852. Peak Index in a Mountain Array.java,Java/Reverse Integer.java,1
leet-code,Java/408. Valid Word Abbreviation.java,Java/[lint]. Longest Words.java,1
leet-code,Java/HashWithCustomizedClass(LinkedList).java,Java/H-Index.java,0
leet-code,Java/199. Binary Tree Right Side View.java,Java/83. Remove Duplicates from Sorted List.java,1
leet-code,Java/K Edit Distance.java,Java/[lint]. Nth to Last Node in List.java,1
leet-code,Java/692. Top K Frequent Words.java,Java/Kth Smallest Element in a Sorted Matrix.java,0
leet-code,Java/152. Maximum Product Subarray.java,Java/Flood Fill.java,1
leet-code,Java/315. Count of Smaller Numbers After Self.java,Java/[lint]. HashHeap.java,1
leet-code,Java/843. Guess the Word.java,Java/Trapping Rain Water II.java,0
immutables,value-processor/src/org/immutables/value/processor/meta/Annotations.java,value-processor/src/org/immutables/value/processor/meta/TelescopicBuild.java,0
leet-code,Java/Subtree of Another Tree.java,Java/Random Pick Index.java,0
leet-code,Java/200. Number of Islands.java,Java/Flatten 2D Vector.java,0
leet-code,Java/973. K Closest Points to Origin.java,Java/Orderly Queue.java,1
leet-code,Java/149. Max Points on a Line.java,Java/62. Unique Path.java,1
leet-code,Java/843. Guess the Word.java,Java/Bus Routes.java,1
leet-code,Java/80.Remove Duplicates from Sorted Array II.java,Java/Redundant Connection II.java,1
leet-code,Java/Connecting Graph.java,Java/Reshape the Matrix.java,1
leet-code,Java/124. Binary Tree Maximum Path Sum.java,Java/34. Find First and Last Position of Element in Sorted Array.java,1
leet-code,Java/305. Number of Islands II.java,Java/896. Monotonic Array.java,1
leet-code,Java/1110. Delete Nodes And Return Forest.java,Java/Range Sum Query - Immutable.java,0
leet-code,Java/Heapify.java,Java/Task Scheduler.java,0
leet-code,Java/265. Paint House II.java,Java/70. Climbing Stairs.java,1
leet-code,Java/12. Integer to Roman.java,Java/Binary Tree Inorder Traversal.java,1
