file1,file2,import_similarity,method_similarity,label
value-fixture/src/org/immutables/fixture/builder/from/HugeParentOne.java,value-fixture/src/org/immutables/fixture/builder/from/HugeParentTwo.java,0.0,0.0,1
Java/102. Binary Tree Level Order Traversal.java,Java/8. String to Integer (atoi).java,0.0,0.0,1
Java/359. Logger Rate Limiter.java,Java/Combination Sum III.java,0.0,0.0,1
Java/1041. Robot Bounded In Circle.java,Java/114. Flatten Binary Tree to Linked List.java,0.0,0.0,1
Java/Russian Doll Envelopes.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/Max Sum of Rectangle No Larger Than K.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/Maximum Average Subarray I.java,Java/Word Ladder II.java,0.0,0.0,0
Java/Minimum Swaps To Make Sequences Increasing.java,Java/Inorder Successor in BST.java,0.0,0.0,0
Java/380. Insert Delete GetRandom O(1).java,Java/Interval Sum.java,0.0,0.0,0
data/test/org/immutables/data/package-info.java,value-processor/src/org/immutables/value/processor/meta/ValueMirrors.java,0.0,0.0,0
clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Cart.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Product.java,1.0,0.0,1
Java/287. Find the Duplicate Number.java,Java/Sort List.java,0.0,0.0,0
Java/244. Shortest Word Distance II.java,Java/560. Subarray Sum Equals K.java,0.0,0.0,1
Java/217. Contains Duplicate.java,Java/Sliding Window Median.java,0.0,0.0,0
value-processor/src/org/immutables/value/processor/meta/UnshadeGuava.java,value-processor/src/org/immutables/value/processor/meta/UnshadeJackson3.java,1.0,0.6,0
Java/415. Add Strings.java,Java/[lint]. Heapify.java,0.0,0.0,1
Java/1060. Missing Element in Sorted Array.java,Java/Word Squares.java,0.0,0.0,1
Java/252. Meeting Rooms.java,Java/72. Edit Distance.java,0.0,0.0,1
Java/322. Coin Change.java,Java/[lint]. Lowest Common Ancestor II.java,0.0,0.0,1
Java/727. Minimum Window Subsequence.java,Java/Robot Room Cleaner.java,0.0,0.0,1
Java/369. Plus One Linked List.java,Java/Decode String.java,0.0,0.0,1
Java/852. Peak Index in a Mountain Array.java,Java/Longest Valid Parentheses.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/Interval Minimum Number.java,0.0,0.0,0
Java/303. Range Sum Query - Immutable.java,Java/88. Search in Rotated Sorted Array II.java,0.0,0.0,1
Java/42. Trapping Rain Water.java,Java/Backspace String Compare.java,0.0,0.0,1
Java/275. H-Index II.java,Java/361. Bomb Enemy.java,0.0,0.0,1
Java/272. Closest Binary Search Tree Value II.java,Java/Cracking the Safe.java,0.0,0.0,1
Java/844. Backspace String Compare.java,Java/Brick Wall.java,0.0,0.0,1
Java/Backpack V.java,Java/Strobogrammatic Number II.java,0.0,0.0,0
Java/341. Flatten Nested List Iterator.java,Java/Connecting Graph.java,0.0,0.0,1
Java/k Sum.java,Java/Median of two Sorted Arrays.java,0.0,0.0,0
Java/973. K Closest Points to Origin.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
Java/307. Range Sum Query - Mutable.java,Java/[lint]. Lowest Common Ancestor II.java,0.0,0.0,1
Java/303. Range Sum Query - Immutable.java,Java/518. Coin Change 2.java,0.0,0.0,1
Java/1213. Intersection of Three Sorted Arrays.java,Java/26.Remove Duplicates from Sorted Array.java,0.0,0.0,1
Java/252. Meeting Rooms.java,Java/299. Bulls and Cows.java,0.0,0.0,1
Java/1267. Count Servers that Communicate.java,Java/Strobogrammatic Number II.java,0.0,0.0,0
Java/339. Nested List Weight Sum.java,Java/Longest Substring Without Repeating Characters.java,0.0,0.0,0
Java/254. Factor Combinations.java,Java/Kth Largest Element in an Array.java,0.0,0.0,1
Java/Backpack VI.java,Java/Number Of Corner Rectangles.java,0.0,0.0,1
Java/408. Valid Word Abbreviation.java,Java/[lint]. Longest Words.java,0.0,0.0,1
Java/199. Binary Tree Right Side View.java,Java/83. Remove Duplicates from Sorted List.java,0.0,0.0,1
Java/K Edit Distance.java,Java/[lint]. Nth to Last Node in List.java,0.0,0.0,1
Java/692. Top K Frequent Words.java,Java/Kth Smallest Element in a Sorted Matrix.java,0.0,0.0,0
Java/152. Maximum Product Subarray.java,Java/Flood Fill.java,0.0,0.0,1
Java/315. Count of Smaller Numbers After Self.java,Java/[lint]. HashHeap.java,0.0,0.0,1
Java/843. Guess the Word.java,Java/Trapping Rain Water II.java,0.0,0.0,0
value-processor/src/org/immutables/value/processor/meta/Annotations.java,value-processor/src/org/immutables/value/processor/meta/TelescopicBuild.java,0.2,0.0,0
Java/200. Number of Islands.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/973. K Closest Points to Origin.java,Java/Orderly Queue.java,0.0,0.0,1
Java/149. Max Points on a Line.java,Java/62. Unique Path.java,0.0,0.0,1
Java/843. Guess the Word.java,Java/Bus Routes.java,0.0,0.0,1
Java/80.Remove Duplicates from Sorted Array II.java,Java/Redundant Connection II.java,0.0,0.0,1
Java/Connecting Graph.java,Java/Reshape the Matrix.java,0.0,0.0,1
Java/124. Binary Tree Maximum Path Sum.java,Java/34. Find First and Last Position of Element in Sorted Array.java,0.0,0.0,1
Java/305. Number of Islands II.java,Java/896. Monotonic Array.java,0.0,0.0,1
Java/265. Paint House II.java,Java/70. Climbing Stairs.java,0.0,0.0,1
Java/305. Number of Islands II.java,Java/855. Exam Room.java,0.0,0.0,1
Java/200. Number of Islands.java,Java/767. Reorganize String.java,0.0,0.0,1
Java/28. Implement strStr().java,Java/Zigzag Iterator.java,0.0,0.0,0
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/253. Meeting Rooms II.java,0.0,0.0,1
Java/340. Longest Substring with At Most K Distinct Characters.java,Java/52. N-Queens II.java,0.0,0.0,1
value-fixture/src/nonimmutables/ChildAnnotationB.java,generator/src/org/immutables/generator/PostprocessingMachine.java,0.0,0.0,0
Java/51. N-Queens.java,Java/Wildcard Matching.java,0.0,0.0,1
Java/56. Merge Intervals.java,Java/720. Longest Word in Dictionary.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/67. Add Binary.java,0.0,0.0,1
Java/Expression Add Operators.java,Java/Total Hamming Distance.java,0.0,0.0,1
Java/104. Maximum Depth of Binary Tree.java,Java/QuickSort.java,0.0,0.0,1
Java/141. Linked List Cycle.java,Java/443. String Compression.java,0.0,0.0,1
Java/1108. Defanging an IP Address.java,Java/986. Interval List Intersections.java,0.0,0.0,1
Java/169. Majority Element.java,Java/398. Random Pick Index.java,0.0,0.0,1
Java/139. Word Break.java,Java/Longest Common Subsequence.java,0.0,0.0,0
Java/1060. Missing Element in Sorted Array.java,Java/632. Smallest Range Covering Elements from K Lists.java,0.0,0.0,1
Java/118. Pascal's Triangle.java,Java/[tool]. Hash Function.java,0.0,0.0,1
Java/134. Gas Station.java,Java/Maximum Size Subarray Sum Equals k.java,0.0,0.0,1
Java/1213. Intersection of Three Sorted Arrays.java,Java/416. Partition Equal Subset Sum.java,0.0,0.0,1
Java/200. Number of Islands.java,Java/Sort List.java,0.0,0.0,0
Java/518. Coin Change 2.java,Java/852. Peak Index in a Mountain Array.java,0.0,0.0,1
Java/261. Graph Valid Tree.java,Java/Ones and Zeroes.java,0.0,0.0,1
Java/639. Decode Ways II.java,Java/674. Longest Continuous Increasing Subsequence.java,0.0,0.0,1
Java/101. Symmetric Tree.java,Java/244. Shortest Word Distance II.java,0.0,0.0,1
Java/144. Binary Tree Preorder Traversal.java,Java/953. Verifying an Alien Dictionary.java,0.0,0.0,1
Java/Cracking the Safe.java,Java/Remove Duplicate Letters.java,0.0,0.0,1
Java/31. Next Permutation.java,Java/771. Jewels and Stones.java,0.0,0.0,1
Java/210. Course Schedule II.java,Java/277. Find the Celebrity.java,0.0,0.0,1
Java/275. H-Index II.java,Java/Hamming Distance.java,0.0,0.0,1
Java/28. Implement strStr().java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
Java/373. Find K Pairs with Smallest Sums.java,Java/Populating Next Right Pointers in Each Node II.java,0.0,0.0,0
Java/Interval Minimum Number.java,Java/Binary Representation.java,0.0,0.0,0
Java/973. K Closest Points to Origin.java,Java/Inorder Successor in BST.java,0.0,0.0,0
Java/My Calendar I.java,Java/Scramble String.java,0.0,0.0,1
value-processor/src/org/immutables/value/processor/encode/Structurizer.java,value-fixture/src/nonimmutables/NonUnderscored.java,0.0,0.0,0
Java/Maximum Vacation Days.java,Java/[lint]. 3 Sum Closest.java,0.0,0.0,1
Java/55. Jump Game.java,Java/875. Koko Eating Bananas.java,0.0,0.0,1
value-fixture/src-java-17/org/immutables/fixture/jackson3/ConstructorJacksonMapped.java,value-fixture/src/org/immutables/fixture/AllDefaults.java,0.25,0.0,0
Java/83. Remove Duplicates from Sorted List.java,Java/Add Digits.java,0.0,0.0,1
Java/205. Isomorphic Strings.java,Java/52. N-Queens II.java,0.0,0.0,1
Java/12. Integer to Roman.java,Java/[tool] Quick Select - Median.java,0.0,0.0,1
Java/13. Roman to Integer.java,Java/Two Sum IV - Input is a BST.java,0.0,0.0,1
Java/621. Task Scheduler.java,Java/721. Accounts Merge.java,0.0,0.0,1
Java/1053. Previous Permutation With One Swap.java,Java/973. K Closest Points to Origin.java,0.0,0.0,1
Java/741. Cherry Pickup.java,Java/80.Remove Duplicates from Sorted Array II.java,0.0,0.0,1
Java/142. Linked List Cycle II.java,Java/319. Bulb Switcher.java,0.0,0.0,1
Java/1203. Sort Items by Groups Respecting Dependencies.java,Java/[lint]. Anagrams.java,0.0,0.0,1
Java/359. Logger Rate Limiter.java,Java/46. Permutations.java,0.0,0.0,1
Java/665. Non-decreasing Array.java,Java/Connecting Graph II.java,0.0,0.0,1
Java/347. Top K Frequent Elements.java,Java/Design Search Autocomplete System.java,0.0,0.0,1
Java/[lint]. Product of Array Exclude Itself.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/277. Find the Celebrity.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/305. Number of Islands II.java,Java/31. Next Permutation.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DefaultMoreSpecialCases.java,value-fixture/src-java-17/PlainInUnnamedGeneric.java,1.0,0.0,0
Java/523. Continuous Subarray Sum.java,Java/Interval Minimum Number.java,0.0,0.0,0
Java/Maximum Average Subarray II.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/80.Remove Duplicates from Sorted Array II.java,Java/Minimum Absolute Difference in BST.java,0.0,0.0,1
Java/Best Time to Buy and Sell Stock with Transaction Fee.java,Java/Binary Gap.java,0.0,0.0,1
Java/361. Bomb Enemy.java,Java/415. Add Strings.java,0.0,0.0,1
Java/211. Add and Search Word - Data structure design.java,Java/Power of Two.java,0.0,0.0,1
Java/111. Minimum Depth of Binary Tree.java,Java/Counting Bits.java,0.0,0.0,1
Java/Subtree of Another Tree.java,Java/The Spiral Matrix II.java,0.0,0.0,1
Java/47. Permutations II.java,Java/953. Verifying an Alien Dictionary.java,0.0,0.0,1
Java/1108. Defanging an IP Address.java,Java/28. Implement strStr().java,0.0,0.0,1
Java/636. Exclusive Time of Functions.java,Java/Strobogrammatic Number II.java,0.0,0.0,0
Java/136. Single Number.java,Java/485. Max Consecutive Ones.java,0.0,0.0,1
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/383. Ransom Note.java,0.0,0.0,1
Java/977. Squares of a Sorted Array.java,Java/Max Sum of Rectangle No Larger Than K.java,0.0,0.0,1
clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/Order.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/ShoppingCartService.java,0.5,0.0,1
Java/1110. Delete Nodes And Return Forest.java,Java/611. Valid Triangle Number.java,0.0,0.0,1
Java/986. Interval List Intersections.java,Java/Number of Airplane in the sky.java,0.0,0.0,0
Java/1041. Robot Bounded In Circle.java,Java/28. Implement strStr().java,0.0,0.0,1
Java/485. Max Consecutive Ones.java,Java/Interval Minimum Number.java,0.0,0.0,0
Java/493. Reverse Pairs.java,Java/Longest Univalue Path.java,0.0,0.0,1
Java/Guess Number Higher or Lower.java,Java/QuickSort.java,0.0,0.0,1
Java/849. Maximize Distance to Closest Person.java,Java/Compare Version Numbers.java,0.0,0.0,1
datatype/test/org/immutables/datatype/MetaModel.java,value-fixture/test/org/immutables/fixture/jdkonly/JdkOptionalDefaultTest.java,0.0,0.0,0
Java/1021. Remove Outermost Parentheses.java,Java/849. Maximize Distance to Closest Person.java,0.0,0.0,1
Java/259. 3Sum Smaller.java,Java/Sort List.java,0.0,0.0,0
Java/359. Logger Rate Limiter.java,Java/Flip Game II.java,0.0,0.0,0
Java/244. Shortest Word Distance II.java,Java/[lint]. Anagrams.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/CheckWithPlainConstructor.java,value-fixture/src/org/immutables/fixture/jdkonly/OptionalIntDefault.java,0.5,0.0,0
Java/266. Palindrome Permutation.java,Java/Shortest Distance from All Buildings.java,0.0,0.0,1
Java/308. Range Sum Query 2D - Mutable.java,Java/Encode and Decode TinyURL.java,0.0,0.0,1
Java/Redundant Connection II.java,Java/Median of two Sorted Arrays.java,0.0,0.0,0
Java/275. H-Index II.java,Java/518. Coin Change 2.java,0.0,0.0,1
Java/215. Kth Largest Element in an Array.java,Java/Longest Substring Without Repeating Characters.java,0.0,0.0,0
value-fixture/test/org/immutables/fixture/ValuesTest.java,value-fixture/test/org/immutables/fixture/AllDefaultsTest.java,0.08695652173913043,0.0,0
Java/322. Coin Change.java,Java/Best Time to Buy and Sell Stock with Cooldown.java,0.0,0.0,1
Java/621. Task Scheduler.java,Java/Power of Two.java,0.0,0.0,1
Java/Flood Fill.java,Java/Interval Sum II.java,0.0,0.0,0
clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/InMemoryProductRepository.java,clean-architecture/src/main/java/com/iluwatar/cleanarchitecture/ShoppingCartService.java,0.0,0.0,1
Java/Missing Number.java,Java/Convert Binary Search Tree to Sorted Doubly Linked List (extra space).java,0.0,0.0,0
Java/716. Max Stack.java,Java/Minimum Size Subarray Sum.java,0.0,0.0,0
thread-pool-executor/src/test/java/com/iluwatar/threadpoolexecutor/AppTest.java,publish-subscribe/src/main/java/com/iluwatar/publish/subscribe/publisher/Publisher.java,0.0,0.0,0
value-fixture/src-java-17/org/immutables/fixture/j17/Person.java,value-processor/src/org/immutables/value/processor/meta/Annotations.java,0.0,0.0,0
Java/Segment Tree Modify.java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
Java/46. Permutations.java,Java/Sliding Window Median.java,0.0,0.0,0
Java/1213. Intersection of Three Sorted Arrays.java,Java/Power of Two.java,0.0,0.0,1
Java/Encode and Decode TinyURL.java,Java/Sliding Window Median.java,0.0,0.0,0
Java/56. Merge Intervals.java,Java/69. Sqrt(x).java,0.0,0.0,1
Java/360. Sort Transformed Array.java,Java/Walls and Gates.java,0.0,0.0,1
awaitility/src/test/java/org/awaitility/UsingAtomicTest.java,awaitility/src/test/java/org/awaitility/core/ConditionAwaiterTest.java,0.17647058823529413,0.0,0
Java/665. Non-decreasing Array.java,Java/[tool]. Hash Function.java,0.0,0.0,1
Java/Encode and Decode TinyURL.java,Java/Subtree of Another Tree.java,0.0,0.0,1
Java/Russian Doll Envelopes.java,Java/[lint]. Heapify.java,0.0,0.0,1
Java/Predict the Winner.java,"Java/Pow(x, n).java",0.0,0.0,0
Java/145. Binary Tree Postorder Traversal.java,Java/[lint]. Subarray Sum.java,0.0,0.0,1
Java/Evaluate Reverse Polish Notation.java,Java/Smallest Subtree with all the Deepest Nodes.java,0.0,0.0,1
Java/146. LRU Cache.java,Java/303. Range Sum Query - Immutable.java,0.0,0.0,1
Java/222. Count Complete Tree Nodes.java,Java/62. Unique Path.java,0.0,0.0,1
Java/Number of Longest Increasing Subsequence.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/1161. Maximum Level Sum of a Binary Tree.java,Java/295. Find Median from Data Stream.java,0.0,0.0,1
Java/125. Valid Palindrome.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/252. Meeting Rooms.java,Java/295. Find Median from Data Stream.java,0.0,0.0,1
Java/340. Longest Substring with At Most K Distinct Characters.java,"Java/Pow(x, n).java",0.0,0.0,0
Java/55. Jump Game.java,Java/[tool]. UnionFind.java,0.0,0.0,1
Java/493. Reverse Pairs.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/322. Coin Change.java,Java/Count of Smaller Number.java,0.0,0.0,0
Java/1053. Previous Permutation With One Swap.java,Java/Subarray Sum Closest.java,0.0,0.0,0
Java/275. H-Index II.java,Java/Interval Minimum Number.java,0.0,0.0,0
Java/266. Palindrome Permutation.java,Java/523. Continuous Subarray Sum.java,0.0,0.0,1
Java/HashWithCustomizedClass(LinkedList).java,Java/Count of Smaller Number.java,0.0,0.0,0
Java/295. Find Median from Data Stream.java,Java/One Edit Distance.java,0.0,0.0,0
Java/218. The Skyline Problem.java,Java/340. Longest Substring with At Most K Distinct Characters.java,0.0,0.0,1
Java/1033. Moving Stones Until Consecutive.java,Java/Word Ladder.java,0.0,0.0,0
Java/218. The Skyline Problem.java,Java/410. Split Array Largest Sum.java,0.0,0.0,1
Java/152. Maximum Product Subarray.java,Java/Longest Common Substring.java,0.0,0.0,0
Java/350. Intersection of Two Arrays II.java,Java/Walls and Gates.java,0.0,0.0,1
Java/Backpack V.java,Java/Segment Tree Query II.java,0.0,0.0,0
Java/301. Remove Invalid Parentheses.java,Java/359. Logger Rate Limiter.java,0.0,0.0,1
Java/1043. Partition Array for Maximum Sum.java,Java/125. Valid Palindrome.java,0.0,0.0,1
Java/1267. Count Servers that Communicate.java,Java/[lint]. Compare Strings.java,0.0,0.0,1
Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,Java/716. Max Stack.java,0.0,0.0,1
Java/Path Sum III.java,Java/Word Ladder.java,0.0,0.0,0
value-processor/src/org/immutables/value/processor/Processor.java,value-fixture/src/org/immutables/fixture/jdkonly/AllOptionalWithDefaults.java,0.0,0.0,0
Java/304. Range Sum Query 2D - Immutable.java,Java/Rearrange String k Distance Apart.java,0.0,0.0,1
Java/Compare Version Numbers.java,Java/Kth Largest Element in an Array.java,0.0,0.0,1
Java/270. Closest Binary Search Tree Value.java,Java/Rearrange String k Distance Apart.java,0.0,0.0,1
Java/405. Convert a Number to Hexadecimal.java,Java/68. Text Justification.java,0.0,0.0,1
Java/198. House Robber.java,Java/98. Validate Binary Search Tree.java,0.0,0.0,1
value-fixture/src-java-17/org/immutables/fixture/jackson3/OptionIncludeNonEmpty.java,value-processor/src/org/immutables/value/processor/meta/TelescopicBuild.java,0.16666666666666666,0.0,0
Java/1. Two Sum.java,Java/843. Guess the Word.java,0.0,0.0,1
Java/265. Paint House II.java,Java/Best Time to Buy and Sell Stock with Cooldown.java,0.0,0.0,1
Java/1123. Lowest Common Ancestor of Deepest Leaves.java,Java/Design Search Autocomplete System.java,0.0,0.0,1
Java/346. Moving Average from Data Stream.java,Java/Redundant Connection.java,0.0,0.0,1
Java/1041. Robot Bounded In Circle.java,Java/Russian Doll Envelopes.java,0.0,0.0,1
awaitility/src/test/java/org/awaitility/core/ConditionEvaluationLoggerTest.java,awaitility/src/main/java/org/awaitility/core/TerminalFailureException.java,0.0,0.0,0
Java/1021. Remove Outermost Parentheses.java,Java/94. Binary Tree Inorder Traversal.java,0.0,0.0,1
Java/346. Moving Average from Data Stream.java,Java/Interval Sum II.java,0.0,0.0,0
Java/1091. Shortest Path in Binary Matrix.java,Java/Longest Valid Parentheses.java,0.0,0.0,1
Java/843. Guess the Word.java,Java/852. Peak Index in a Mountain Array.java,0.0,0.0,1
Java/741. Cherry Pickup.java,Java/Maximum Subarray II.java,0.0,0.0,0
Java/1216. Valid Palindrome III.java,Java/843. Guess the Word.java,0.0,0.0,1
Java/429. N-ary Tree Level Order Traversal.java,Java/Word Search II.java,0.0,0.0,0
Java/205. Isomorphic Strings.java,Java/K Empty Slots.java,0.0,0.0,1
thread-pool-executor/src/main/java/com/iluwatar/threadpoolexecutor/FrontDeskService.java,backpressure/src/main/java/com/iluwatar/backpressure/App.java,0.0,0.0,0
Java/760. Find Anagram Mappings.java,Java/94. Binary Tree Inorder Traversal.java,0.0,0.0,1
Java/K Empty Slots.java,Java/[lint]. Subarray Sum.java,0.0,0.0,1
value-fixture/src-java-17/org/immutables/fixture/nullable/typeuse/MultipleNullables.java,value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,0.0,0.0,0
Java/42. Trapping Rain Water.java,Java/[lint]. 2 Sum II.java,0.0,0.0,1
Java/199. Binary Tree Right Side View.java,Java/Coins in a Line III.java,0.0,0.0,1
Java/308. Range Sum Query 2D - Mutable.java,Java/[tool]. MergeSort.java,0.0,0.0,1
Java/112. Path Sum.java,Java/463. Island Perimeter.java,0.0,0.0,1
Java/Two Sum IV - Input is a BST.java,Java/Longest Increasing Subsequence.java,0.0,0.0,0
Java/237. Delete Node in a Linked List.java,Java/Sliding Window Median.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/NoParametersSingletonProtectedConstructor.java,value-processor/src/org/immutables/value/processor/meta/Proto.java,0.01818181818181818,0.0,0
Java/102. Binary Tree Level Order Traversal.java,Java/Segment Tree Modify.java,0.0,0.0,0
Java/426. Convert Binary Search Tree to Sorted Doubly Linked List.java,Java/My Calendar I.java,0.0,0.0,1
Java/274.H-Index.java,Java/639. Decode Ways II.java,0.0,0.0,1
Java/236. Lowest Common Ancestor of a Binary Tree.java,Java/Sort Letters by Case.java,0.0,0.0,0
Java/311. Sparse Matrix Multiplication.java,Java/[lint]. HashHeap.java,0.0,0.0,1
Java/1007. Minimum Domino Rotations For Equal Row.java,Java/Number of Airplane in the sky.java,0.0,0.0,0
Java/1091. Shortest Path in Binary Matrix.java,Java/Binary Gap.java,0.0,0.0,1
Java/1094. Car Pooling.java,Java/121. Best Time to Buy and Sell Stock.java,0.0,0.0,1
Java/152. Maximum Product Subarray.java,Java/217. Contains Duplicate.java,0.0,0.0,1
Java/430. Flatten a Multilevel Doubly Linked List.java,Java/Redundant Connection.java,0.0,0.0,1
Java/977. Squares of a Sorted Array.java,Java/Backpack.java,0.0,0.0,0
awaitility/src/main/java/org/awaitility/Awaitility.java,awaitility/src/main/java/org/awaitility/core/ConditionAwaiter.java,0.1875,0.041666666666666664,1
Java/57. Insert Interval.java,Java/Compare Version Numbers.java,0.0,0.0,1
value-processor/test/org/immutables/value/processor/encode/MapperTest.java,value-fixture/src-java-17/org/immutables/fixture/j17/RecordDefaults.java,0.0,0.0,0
Java/28. Implement strStr().java,Java/K Edit Distance.java,0.0,0.0,1
Java/345. Reverse Vowels of a String.java,Java/938. Range Sum of BST.java,0.0,0.0,1
value-fixture/src-java-17/org/immutables/fixture/nullable/typeuse/MultipleNullables.java,value-fixture/src-java-17/org/immutables/fixture/jackson3/Foo.java,0.25,0.0,0
Java/221. Maximal Square.java,Java/686. Repeated String Match.java,0.0,0.0,1
Java/253. Meeting Rooms II.java,Java/98. Validate Binary Search Tree.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/serial/StructStyle.java,value-fixture/test/org/immutables/fixture/jackson/XmlNonForcePropertyNamesTest.java,0.1,0.0,0
Java/771. Jewels and Stones.java,Java/Swap Bits.java,0.0,0.0,1
Java/1033. Moving Stones Until Consecutive.java,Java/1146. Snapshot Array.java,0.0,0.0,1
Java/760. Find Anagram Mappings.java,Java/Swap Bits.java,0.0,0.0,1
Java/1216. Valid Palindrome III.java,Java/219. Contains Duplicate II.java,0.0,0.0,1
Java/327. Count of Range Sum.java,Java/415. Add Strings.java,0.0,0.0,1
Java/605. Can Place Flowers.java,Java/[lint]. Product of Array Exclude Itself.java,0.0,0.0,1
Java/Strobogrammatic Number II.java,Java/Populating Next Right Pointers in Each Node II.java,0.0,0.0,0
Java/297. Serialize and Deserialize Binary Tree.java,Java/301. Remove Invalid Parentheses.java,0.0,0.0,1
Java/387. First Unique Character in a String.java,Java/Maximal Rectangle.java,0.0,0.0,1
Java/621. Task Scheduler.java,Java/843. Guess the Word.java,0.0,0.0,1
Java/1004. Max Consecutive Ones III.java,Java/Word Ladder II.java,0.0,0.0,0
Java/1091. Shortest Path in Binary Matrix.java,Java/724. Find Pivot Index.java,0.0,0.0,1
Java/The Maze.java,Java/The Spiral Matrix II.java,0.0,0.0,1
Java/23. Merge k Sorted Lists.java,Java/345. Reverse Vowels of a String.java,0.0,0.0,1
Java/110. Balanced Binary Tree.java,Java/140. Word Break II.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/NoParametersSingletonProtectedConstructor.java,value-fixture/test-java-17/org/immutables/fixture/datatype/DataTest.java,0.0,0.0,0
Java/34. Find First and Last Position of Element in Sorted Array.java,Java/Bus Routes.java,0.0,0.0,1
microservices-idempotent-consumer/src/main/java/com/iluwatar/idempotentconsumer/RequestService.java,backpressure/src/main/java/com/iluwatar/backpressure/Subscriber.java,0.0,0.0,0
Java/1. Two Sum.java,Java/219. Contains Duplicate II.java,0.0,0.0,1
Java/257. Binary Tree Paths.java,Java/557. Reverse Words in a String III.java,0.0,0.0,1
Java/692. Top K Frequent Words.java,"Java/Pow(x, n).java",0.0,0.0,0
Java/308. Range Sum Query 2D - Mutable.java,Java/686. Repeated String Match.java,0.0,0.0,1
value-fixture/test/org/immutables/fixture/nullable/TypeuseAnnotationTest.java,generator/src/org/immutables/generator/PostprocessingMachine.java,0.021739130434782608,0.0,0
Java/Flip Game II.java,Java/Binary Representation.java,0.0,0.0,0
Java/824. Goat Latin.java,Java/Wildcard Matching.java,0.0,0.0,1
Java/359. Logger Rate Limiter.java,Java/410. Split Array Largest Sum.java,0.0,0.0,1
Java/23. Merge k Sorted Lists.java,Java/689. Maximum Sum of 3 Non-Overlapping Subarrays.java,0.0,0.0,1
Java/219. Contains Duplicate II.java,Java/303. Range Sum Query - Immutable.java,0.0,0.0,1
value-fixture/src/org/immutables/fixture/DefaultMoreSpecialCases.java,generator/src/org/immutables/generator/Output.java,0.0,0.0,0
Java/349. Intersection of Two Arrays.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/850. Rectangle Area II.java,Java/Word Squares.java,0.0,0.0,1
Java/636. Exclusive Time of Functions.java,Java/720. Longest Word in Dictionary.java,0.0,0.0,1
Java/849. Maximize Distance to Closest Person.java,Java/Minimum Subarray.java,0.0,0.0,0
Java/114. Flatten Binary Tree to Linked List.java,Java/516. Longest Palindromic Subsequence.java,0.0,0.0,1
Java/206. Reverse Linked List.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/Friends Of Appropriate Ages.java,Java/Binary Representation.java,0.0,0.0,0
value-fixture/src/org/immutables/fixture/NoParametersConstructor.java,value-fixture/test/org/immutables/fixture/with/WithAllowNullsMapTest.java,0.0,0.0,0
Java/305. Number of Islands II.java,Java/Frog Jump.java,0.0,0.0,1
Java/Heaters.java,Java/Reverse String.java,0.0,0.0,1
Java/52. N-Queens II.java,Java/Flatten 2D Vector.java,0.0,0.0,0
Java/1216. Valid Palindrome III.java,Java/21. Merge Two Sorted Lists.java,0.0,0.0,1
Java/Queue Reconstruction by Height.java,Java/Sort Letters by Case.java,0.0,0.0,0
Java/767. Reorganize String.java,Java/Walls and Gates.java,0.0,0.0,1
value-annotations/src/org/immutables/value/Value.java,value-processor/src/org/immutables/value/processor/meta/ValueType.java,0.0,0.0,1
Java/986. Interval List Intersections.java,Java/Ones and Zeroes.java,0.0,0.0,1
Java/235. Lowest Common Ancestor of a Binary Search Tree.java,Java/68. Text Justification.java,0.0,0.0,1
Java/68. Text Justification.java,Java/Backpack.java,0.0,0.0,0
value-processor/src/org/immutables/value/processor/meta/TypeStringProvider.java,value-fixture/src-java-17/org/immutables/fixture/j17/RecordStaged.java,0.03571428571428571,0.0,0
